单词,词向量,近似top20 
tasks,"[ 0.00779991 -0.30391118  0.07004718  0.41417372 -0.0845247  -0.21459597
 -0.33458084  0.30538973  0.19243717  0.1631987   0.06487949 -0.02637854
  0.06375114 -0.05769252 -0.1336388   0.15834059 -0.05324949 -0.18192558
  0.15276237  0.07758256 -0.2944463   0.03869219  0.03090752 -0.16044223
 -0.20657438  0.08311533  0.08531033 -0.27800065  0.0234724   0.08675056
  0.17390656 -0.12083263 -0.1863323   0.40384373  0.09802233 -0.17112567
  0.07236368  0.42406362 -0.25980514  0.02977143 -0.332217   -0.08218781
  0.33951333  0.00191719 -0.22937387 -0.05804106  0.08163969 -0.25889906
 -0.13072337 -0.050526  ]","['cpc', 'zemin', 'exchange', 'effectively', 'global', 'addition', 'legal', 'evil', 'financial', 'reason', 'failed', 'province', 'peace', 'rights', 'pressure', 'air', '3', 'onechina', 'parties', 'back']"
tenghui,"[-0.03335075  0.10693628 -0.16025001 -0.3473274  -0.27759373 -0.04481924
 -0.20186655 -0.2681134   0.34318903  0.09729601  0.25872636 -0.07561593
  0.06604286  0.30991182  0.06921478 -0.2370642  -0.11324126  0.17208253
  0.22740647 -0.00994457  0.09806117 -0.28705522  0.28311014  0.11874027
  0.13439207  0.13743721 -0.08175643  0.04248253  0.11243298  0.0265985
 -0.04443987  0.13040818 -0.20309755 -0.16236189 -0.30105516  0.07071175
  0.13891502 -0.00634691 -0.03762262  0.23061453  0.03566867  0.2670838
 -0.228335   -0.16181621  0.11207183  0.19096422  0.03285968  0.04703092
  0.34040996 -0.26092654]","['failed', 'developing', 'unity', 'show', 'bush', 'positive', 'department', 'future', 'people', 'political', 'advanced', 'others', 'promote', 'develop', 'hightech', 'united', '12', 'constitution', 'implement', 'young']"
characteristics,"[-0.01782571 -0.06407215 -0.2008432  -0.09240437 -0.1728503  -0.06424163
  0.09184233 -0.07933377 -0.21630302  0.12645055 -0.3189355   0.14301352
  0.20172451  0.11479224 -0.2615456   0.03178423 -0.07969899  0.00954685
 -0.3262524  -0.10232773  0.02908713 -0.09211911 -0.35283512 -0.01398641
 -0.19790037  0.0193883  -0.16039884  0.2088721   0.05979134 -0.17124033
  0.36569703 -0.3670537  -0.10582435  0.0161942  -0.05216214  0.06486917
 -0.22197588  0.02051433 -0.22270073  0.02980085 -0.01615892 -0.07358551
  0.02412171  0.09191968 -0.1661216   0.09168953 -0.22894014  0.23801807
  0.08269549  0.09799861]","['meet', 'failed', 'first', 'plane', 'adopted', 'management', 'shuibian', 'part', 'department', 'chen', 'structure', 'present', 'struggle', 'guarantee', 'develop', 'committees', 'basis', 'historic', 'eu', 'component']"
congress,"[-9.5646977e-02 -8.8161707e-02 -1.0999501e-02  2.2660035e-01
 -2.8879386e-01  2.1448701e-03 -3.8268298e-03  2.2365421e-01
 -2.1201757e-01 -6.6965707e-02  1.5494275e-01  1.7359632e-01
  2.7748412e-02  1.7794710e-02  2.0233931e-01  1.9690031e-01
 -3.9315470e-02  1.8133202e-01  3.4261426e-01 -8.4426969e-02
 -3.1927782e-01  2.3400722e-01  4.4000757e-04 -1.4687295e-01
  2.6889116e-01  1.7060950e-01  6.3008569e-02 -6.1575979e-02
 -1.9314691e-01  2.7272776e-02 -8.0409534e-02 -3.3337258e-02
  8.7622646e-03  4.2140760e-02 -2.5454032e-01  1.2428192e-02
 -3.9885756e-01 -8.8749044e-03  5.1727105e-02 -1.7647478e-01
 -5.4387838e-01 -1.4608775e-01  1.2428726e-01 -4.3391788e-01
  2.4337420e-01 -3.4097812e-01  1.1591034e-01  3.3827528e-01
  1.1968949e-01 -9.8523334e-02]","['peace', 'premier', '12', 'failed', 'last', 'make', 'financial', 'therefore', 'global', 'support', 'press', 'set', 'overall', 'however', 'committees', 'effectively', 'political', 'fine', 'macao', 'issued']"
nature,"[-0.14412954  0.0309458   0.20493573  0.28817844  0.23107037  0.17560588
  0.30788186 -0.32821405  0.14074162 -0.10344645 -0.31586733  0.06871025
  0.13695222  0.35549462  0.04695666  0.18087557  0.09292005  0.07039042
 -0.16425785 -0.22724463  0.16350475 -0.00870976 -0.20883961 -0.29856324
  0.08995368  0.05436096  0.05473211 -0.11156152  0.15213665  0.09243088
  0.07745399 -0.03515385 -0.03304126  0.16922243 -0.19477388 -0.07478412
 -0.10383244  0.08041804 -0.2399931   0.35124242 -0.14471525  0.15518945
 -0.19967799 -0.01541726  0.0175264   0.16394763  0.44253525 -0.14133194
  0.03959001 -0.01422301]","['wei', 'failed', 'side', 'fully', 'department', 'provided', 'national', 'although', 'trust', 'prc', 'task', 'changes', 'environment', 'friendship', 'bush', 'projects', 'motherland', 'united', 'understanding', 'used']"
working,"[-0.1855615  -0.1588804   0.24578348  0.26188737  0.18751334 -0.18796827
 -0.05904378  0.13529208 -0.09190746  0.20485893 -0.31700176  0.4112832
 -0.18155612  0.22367392 -0.15938081  0.06825802 -0.15949567  0.47978076
 -0.04431024 -0.20557164 -0.18060946 -0.15450701  0.03209416 -0.13832954
 -0.29977578 -0.04865857  0.17304023 -0.3173613  -0.31847718 -0.4711567
 -0.2415046  -0.20735535 -0.0032509  -0.06224835  0.05285981  0.1345237
  0.00777305  0.07072649  0.33236215 -0.06198923  0.18996185  0.12324733
  0.03861981  0.20125556 -0.04464684 -0.16719346 -0.359476    0.06363171
 -0.04316084 -0.03808989]","['remarks', 'need', 'speed', 'failed', 'force', 'soon', 'contacts', 'leading', 'saying', 'another', 'trend', 'beginning', 'help', 'build', 'arms', 'resolutely', 'operation', 'believe', 'made', 'since']"
production,"[ 4.92675975e-02 -1.09950259e-01  4.66487706e-02  1.44257143e-01
 -9.65027511e-02  4.77870107e-02  2.62494981e-01 -1.20536676e-02
 -6.11050427e-02 -1.70114916e-02  2.82608718e-01 -5.89084104e-02
 -1.05703324e-01 -1.05198383e-01 -7.72472247e-02 -3.54526311e-01
 -1.14691108e-01  7.97436833e-02  1.20386057e-01  2.04365149e-01
 -8.86579156e-02  5.84613383e-02 -1.25960913e-02  8.20275769e-02
  1.46495521e-01 -5.30211389e-01 -5.70121035e-02  2.67802596e-01
 -1.60721675e-01  3.56257497e-03 -3.54474843e-01 -1.53840911e-02
 -1.23920016e-01 -4.17186975e-01 -3.52950037e-01 -6.84199557e-02
  2.84662703e-04  1.32921964e-01  4.61242348e-01 -4.05318409e-01
  1.95492670e-01 -1.20233372e-01 -6.49379045e-02  4.52137649e-01
 -1.61127195e-01  2.27150440e-01 -6.08811937e-02 -9.01726075e-03
 -2.25943074e-01 -3.96530181e-02]","['failed', 'pressure', 'maintaining', 'greatly', 'laid', 'back', '30', 'needs', 'used', 'powell', 'motherland', 'wto', '1', 'role', 'representative', 'future', 'strong', 'defense', 'companies', 'act']"
act,"[ 0.09915742  0.25319624  0.03097222  0.05934229  0.23985761  0.32153437
  0.07438031  0.25337288  0.11478122  0.17005526  0.11180025  0.14281875
  0.2884662   0.30895993 -0.11522671  0.03899659  0.09491449 -0.3796159
 -0.01235713 -0.07767785 -0.03985991 -0.20565292  0.01260341 -0.14123428
  0.19663537  0.00814349  0.13275874 -0.06761021 -0.1535813  -0.13731286
 -0.34311968 -0.3252615  -0.16291113  0.13029478 -0.15322366  0.16154476
 -0.00145105 -0.08372878  0.25594118 -0.15278997  0.05721833 -0.11174097
  0.25199965 -0.10367055  0.05368344  0.2840936   0.0644779  -0.43353662
  0.10695518  0.14955755]","['national', 'build', 'cult', 'future', 'side', 'failed', 'zemin', 'deputies', 'missile', 'face', 'percent', 'situation', 'resources', 'bush', 'actually', 'willing', 'reason', 'advanced', 'big', 'pressure']"
capital,"[ 0.13877645 -0.10437283  0.09191    -0.07477491  0.09116938 -0.07623665
  0.2990998   0.63747805 -0.039033   -0.01069302  0.14291027  0.03733325
  0.15904078  0.05300865 -0.32643855 -0.04497984  0.100773   -0.27634215
 -0.14607735  0.20433132 -0.01021583  0.26123935 -0.31190252 -0.13397981
  0.07419962 -0.09583791  0.042213   -0.06000235 -0.04858757  0.06060219
  0.3252961   0.02767463  0.11718643 -0.19186214 -0.21864921 -0.48117498
 -0.16501322  0.04401294  0.36834586 -0.04453192  0.17995936 -0.12106264
 -0.04073682  0.17721787 -0.16722037  0.04995441 -0.1572644  -0.2366279
  0.08667009 -0.10479665]","['meanwhile', 'air', 'shuibian', 'committees', 'reason', 'without', 'territory', 'regions', 'failed', 'bilateral', 'basis', 'used', 'attitude', 'back', 'funds', 'meet', 'since', 'percent', 'investment', 'see']"
ministry,"[ 0.6223868   0.14596394 -0.30861646 -0.24805988  0.17930368  0.27184048
  0.15799546  0.0522882  -0.1362554   0.07925307  0.28892508 -0.11919851
  0.01866507  0.05807532 -0.16307396  0.30863804  0.0673563  -0.31578633
  0.00578901  0.03504531 -0.08138482  0.2842795  -0.10463811 -0.07920099
 -0.33280307  0.18768655  0.08930027  0.22355837  0.10990965 -0.15709987
 -0.02677345 -0.03053748  0.06844872 -0.3315137  -0.1064804  -0.17361628
 -0.14388508 -0.03398934 -0.0664304  -0.04512241 -0.09037431  0.18730569
 -0.112392   -0.37670404  0.04406864 -0.1593083   0.23494594  0.29222405
 -0.13582674  0.06271468]","['talks', 'next', 'cppcc', 'committees', 'management', 'failed', 'contributions', 'power', 'develop', 'accordance', 'century', 'basis', 'need', 'challenges', 'cadres', 'air', 'visited', 'zemin', 'opportunities', 'began']"
thus,"[-0.2365415  -0.18256229  0.02057009  0.04602324  0.12755594 -0.21634357
  0.0126692  -0.0414879  -0.04601615 -0.01377363  0.2920463   0.17503445
  0.14740902 -0.09405792 -0.24097434 -0.48004946 -0.13437547  0.14207241
 -0.13063353  0.16148609 -0.11115137 -0.3859426  -0.04028271 -0.25948715
 -0.24260248 -0.22125378  0.03539594  0.16340046  0.25568706  0.00525383
  0.06740341 -0.0684763   0.15810485 -0.00439432  0.42147624 -0.10970248
  0.19723298  0.17545427  0.17812471 -0.13316216 -0.1835453   0.04049674
  0.07507344  0.11252652 -0.02355268  0.17890273 -0.13856526 -0.36320108
 -0.26282725  0.17456532]","['nuclear', 'network', 'efforts', 'hongzhi', 'pressure', 'plane', 'failed', 'shuibian', 'deep', 'spirit', 'reason', 'defense', 'funds', 'back', 'really', 'rapidly', 'operation', 'maintaining', 'sea', 'percent']"
asian,"[-1.18794031e-02  1.47214204e-01  1.32934928e-01 -2.94658005e-01
 -2.19762489e-01  3.11873496e-01 -7.77388783e-03 -3.02933455e-01
  1.05910741e-01  9.83917415e-02  3.61123234e-01  1.86650977e-01
  8.31026807e-02  5.17643429e-02 -4.58891329e-04  3.13893706e-01
  3.94843459e-01 -1.40715584e-01 -4.88529950e-01  9.95044485e-02
  1.74760818e-01  3.93080056e-01  2.62174364e-02 -4.72385995e-03
  2.58037359e-01  6.12128675e-01  7.49360621e-02  9.15780962e-02
  3.51069272e-01 -7.82182142e-02 -5.91749847e-02  3.29807699e-01
  1.58292159e-01 -3.60456854e-01  3.82341854e-02  2.04640687e-01
 -4.57530506e-02 -2.87732836e-02 -3.37951571e-01 -1.02657983e-02
  1.20929524e-01 -2.31526077e-01  1.34687200e-01 -1.32829100e-01
  1.12008452e-01 -7.32086971e-02  4.54074472e-01  1.18923567e-01
  3.08415651e-01 -1.82254523e-01]","['even', 'failed', 'interest', 'management', 'opinions', 'work', 'readjustment', 'pointed', 'better', 'north', 'dprk', 'enterprises', 'although', 'grassroots', 'effectively', 'began', 'space', 'certainly', 'left', 'zhu']"
organs,"[-0.4305391   0.04443872  0.00848181 -0.03141634  0.05135525  0.01747042
 -0.13957909 -0.22943817  0.08207863 -0.13951467 -0.09203909  0.30198672
 -0.00097093 -0.02760481 -0.05518331  0.3572452  -0.18013257 -0.18497531
 -0.00692069  0.02512528  0.01530341  0.07987643  0.09580394 -0.01475926
 -0.05088528  0.1295721   0.12921733 -0.11849003 -0.22903728  0.05740501
 -0.2130567  -0.07464437 -0.28260955 -0.21715154 -0.22473133 -0.24609984
  0.04391728 -0.09128223 -0.31544983 -0.3725249  -0.027823    0.42049044
  0.15774098  0.13579412 -0.00580011 -0.06343155 -0.15295155 -0.3385819
 -0.11071159 -0.08142664]","['regarding', 'failed', 'policies', 'even', 'prc', 'factors', 'department', 'media', 'side', 'understanding', 'guarantee', 'view', 'economy', 'political', 'develop', 'force', 'defense', 'remarks', 'theoretical', 'zemin']"
socialism,"[-0.26153085  0.4918722   0.1555743   0.13746144 -0.20218419 -0.08641115
 -0.11126838  0.06394254  0.4920376   0.16015598  0.19296539  0.20336246
  0.18912621  0.15292305  0.31444633 -0.1784034  -0.10841037 -0.00263499
 -0.07190743  0.2193045  -0.29315495 -0.34557828  0.02809695 -0.19957988
  0.01255166  0.09055606 -0.3090769   0.04475185 -0.08328796 -0.08129971
  0.34154132 -0.26474878 -0.33952612  0.2837399  -0.59374565  0.03198562
 -0.0483611   0.28652307  0.44135568 -0.06160064 -0.24164586 -0.66412836
  0.03393289 -0.01696922 -0.092287    0.09129495  0.36261743  0.10719363
 -0.08599252 -0.36681867]","['thanks', 'propaganda', 'technical', 'resources', 'push', 'human', 'pressure', 'diplomatic', 'global', 'internal', 'province', 'officers', 'rights', 'political', 'xinjiang', 'efforts', 'zemin', 'general', 'state', 'objective']"
several,"[ 0.06884352 -0.04941377 -0.01687399  0.13080922  0.3095508   0.24135837
 -0.13978627 -0.49360982  0.20658748 -0.01575286  0.02175109  0.19954972
 -0.23546806  0.29514423  0.21529706  0.3975862  -0.20998177  0.01370066
  0.07265324  0.02080321  0.15680024  0.20132822  0.16080986  0.18080717
  0.12982047 -0.05307407  0.37210417  0.3588781  -0.10733654  0.19732629
  0.18490402  0.03512693  0.04746672 -0.2367838  -0.02053559  0.17139648
  0.15444356  0.02517358  0.14609072 -0.09665198  0.14543267 -0.16941272
  0.06685472  0.07388519 -0.31590426 -0.20256571  0.0349803   0.2085797
 -0.12617387  0.12421557]","['failed', 'readjustment', 'schools', 'firmly', 'relatively', 'quite', '20', 'point', 'guiding', 'clear', 'resolution', 'wish', 'situation', 'good', 'high', 'although', 'talks', 'committees', 'troops', 'fully']"
achieve,"[ 0.08928148  0.22886062  0.33019066  0.04501522 -0.18193041  0.31774247
  0.2828624  -0.21491085  0.08974408  0.17019267  0.08252221 -0.12671803
 -0.0770968   0.22588387  0.00626674  0.21945934  0.00891447  0.3586507
 -0.03702003  0.03618359 -0.30993867 -0.2192016  -0.4267629   0.16690253
  0.20829725  0.33293808  0.08676963 -0.01354662 -0.07873876 -0.06436098
 -0.29498887 -0.2700634  -0.07395065  0.33896074  0.01071297 -0.1586404
  0.3683584  -0.24355085  0.08806837  0.07900278 -0.07768805 -0.21313524
  0.35992375 -0.23376502  0.20566061  0.05569198 -0.03326895 -0.09662471
 -0.18895923 -0.21613078]","['side', 'failed', 'greater', 'willing', 'peace', 'understanding', 'concerned', 'principle', '3', 'overall', 'speed', 'significance', 'correct', 'zemin', 'crisis', 'chief', 'efforts', 'grassroots', 'reason', 'production']"
wei,"[-0.3956245  -0.1515559   0.18952177 -0.2118962   0.23940164  0.22723268
 -0.47809228  0.14683293  0.18690988 -0.23300265 -0.07688016  0.3023083
 -0.03841037 -0.19007608  0.01028701  0.19507708 -0.24717182  0.06293927
  0.0997104   0.0345043   0.02315236 -0.12003541  0.13086149 -0.36416116
 -0.17811011  0.31499955  0.12856022 -0.03087781  0.09645363 -0.00757498
  0.22643894  0.1968601  -0.0289212  -0.3531279   0.2225771   0.15519352
  0.2284329   0.18923263 -0.43932426 -0.07847719 -0.02521065  0.260592
 -0.09022669 -0.07213082  0.01836541 -0.07307173 -0.13626124  0.29929945
 -0.13609105  0.24027464]","['exercise', 'spirit', 'hongzhi', 'failed', 'seek', 'bush', 'economy', 'media', 'asian', 'political', 'anniversary', 'noted', 'history', 'regarding', 'guarantee', 'even', 'cpc', 'power', 'develop', 'aircraft']"
globalization,"[ 0.08092215  0.12105325  0.2755158   0.172244   -0.04545913 -0.12788455
  0.14809957  0.07777592  0.25152808  0.1001377  -0.19898485 -0.26130444
  0.1339376   0.3981291  -0.07802423 -0.10111288  0.05328466  0.12817203
 -0.2785661   0.14472736  0.13411486  0.07507049 -0.10545623 -0.13620247
 -0.03428943  0.17956308  0.01040246 -0.14983965 -0.09952102  0.04832068
  0.04914464  0.01104627  0.14782783  0.33806595  0.01020757 -0.2162022
 -0.2112217  -0.10191119 -0.23400001 -0.03054419 -0.26957634 -0.17209652
  0.05572485  0.25894606  0.11518788  0.28026485  0.13357133  0.0474099
  0.30397126 -0.02305748]","['trust', 'visit', 'chinese', 'mainly', 'department', 'zemin', 'rate', 'congress', 'constitution', 'failed', 'united', 'national', 'shuibian', 'work', 'rights', 'changes', 'part', 'legal', 'really', 'reason']"
willing,"[ 0.13116547 -0.05955004 -0.13059819  0.09683103  0.1953402  -0.26822433
 -0.32439506  0.2679309  -0.01048449 -0.05363222  0.06545511  0.14591506
  0.30669203 -0.08003423 -0.37447986 -0.46968907 -0.04928596 -0.13280074
 -0.30069673  0.05567383  0.57872087  0.10730175 -0.05324777  0.12290346
  0.06749945  0.26071027  0.19476171  0.32980108 -0.06689444 -0.49583265
 -0.06226944 -0.30220595  0.0316156   0.26320738  0.07664624 -0.05583737
 -0.12004563 -0.6266109  -0.14746468  0.09542242 -0.38741267 -0.07569143
 -0.28552538 -0.08328376  0.17964661 -0.289346    0.27745944  0.17225614
 -0.01831688 -0.02934623]","['cadres', 'going', 'indeed', 'still', 'shuibian', 'guarantee', 'circumstances', 'question', 'chinese', 'rural', 'criminal', 'basis', 'failed', 'common', 'territory', 'stability', 'ethnic', 'negotiations', 'zhang', 'modernization']"
plane,"[-0.17756309  0.2890039   0.12836878  0.0839976  -0.02320927  0.22564973
  0.06894238 -0.08655679  0.0434015  -0.09395597  0.24554047 -0.08131961
  0.26381668 -0.20813386  0.07765663  0.14383778 -0.06904101 -0.03777476
  0.4833369  -0.11124904  0.20782414 -0.17496172 -0.18140073  0.2673264
  0.00326641  0.1693513   0.06417265 -0.414115   -0.20742066  0.01021158
 -0.27943093 -0.15243597  0.02318416  0.05653053 -0.20033586  0.18531711
  0.07090163 -0.20301567 -0.06961998  0.05573749 -0.18585238 -0.0659133
  0.11826493 -0.0334819   0.00813436  0.25760928  0.06774934  0.06016235
  0.12474801 -0.00578178]","['united', 'failed', 'bush', 'advanced', 'peace', 'build', 'continued', 'political', 'china', 'financial', 'internal', 'strengthening', 'agreed', 'matter', 'side', 'democracy', 'building', 'department', 'operation', 'high']"
stage,"[-0.09682392 -0.08161734 -0.04225967  0.0489149  -0.02929049 -0.08700428
  0.08389168 -0.02771635  0.08167361 -0.15824686 -0.03537039 -0.3282326
  0.12544248 -0.06093381  0.06514332  0.06979164 -0.00331026 -0.18695432
 -0.26638865  0.03670197  0.18081705 -0.18279704 -0.23998791 -0.22304475
 -0.07304486 -0.02496267  0.00054042  0.09302226  0.00587587 -0.14595163
  0.14980182 -0.31388757 -0.04946147 -0.23156099  0.18193002 -0.14486761
  0.18376316  0.0849946  -0.21658306  0.28890535 -0.20856225 -0.20363897
 -0.07150055  0.32013512 -0.05774348 -0.06182752 -0.30622467 -0.16906352
 -0.15643151 -0.02284682]","['structure', 'develop', 'failed', 'trust', 'present', 'tenghui', 'principle', 'guarantee', 'understanding', 'financial', 'united', 'carried', 'building', 'adopted', 'changes', 'nuclear', 'status', 'department', 'sea', 'chen']"
modern,"[-0.12073869 -0.25123072  0.32510084  0.50221384 -0.13562736  0.06903195
  0.60397553  0.12928732  0.13382547 -0.07757723  0.22767591 -0.06488977
  0.06583285  0.15926965  0.03406727 -0.21883538  0.23195331  0.37553295
 -0.05118082 -0.17544384  0.21295132  0.05295879  0.02311829 -0.11733931
  0.0420882  -0.09070151  0.04669136 -0.22968403  0.10306627  0.04971891
  0.2195191  -0.01738979  0.33701813  0.19307508  0.16076645  0.02394683
 -0.10732683 -0.08678876  0.13802052 -0.17454654  0.12888695 -0.01216541
 -0.23127578  0.3925438   0.12370321 -0.24796458 -0.32571054  0.23953667
  0.1874971   0.22269319]","['efforts', 'since', 'shuibian', 'failed', 'motherland', 'operation', 'wei', 'conditions', 'meanwhile', 'saying', 'entered', 'reason', 'importance', 'ability', 'quite', 'rate', 'remarks', 'constitution', 'present', 'responsible']"
qian,"[ 0.18611135 -0.00918502  0.46916538 -0.04711133  0.15557572  0.3230379
  0.42676607  0.19474366  0.27767283 -0.2924588  -0.44638562  0.11384239
 -0.07918605 -0.16562203  0.21146323  0.08106444 -0.31225094 -0.21622884
  0.15094809 -0.00084503  0.09314562 -0.20431575  0.25476736  0.20942537
  0.29462227 -0.24557142  0.3546911   0.2849537  -0.17788072 -0.05687209
  0.06019712 -0.24976714 -0.3675447  -0.20375472  0.00539599 -0.20995513
  0.20760772 -0.3382785  -0.02307194 -0.28172314 -0.14493965  0.25138664
 -0.3158086   0.24432313  0.06825975 -0.04699965  0.21737888  0.06124786
  0.3405548   0.33819762]","['failed', 'implement', 'official', 'summit', 'implementing', 'increased', 'amount', 'political', 'ethnic', 'members', 'job', 'education', 'election', 'although', 'move', 'talks', 'program', 'department', 'expanding', 'come']"
correct,"[ 0.1482087   0.3652234   0.06550425  0.14801729  0.14756317  0.20339692
 -0.36418423  0.37407956 -0.0121943   0.11584703 -0.17689106  0.26804438
 -0.221994    0.35225567 -0.0527315  -0.11192266 -0.21659401 -0.204755
 -0.10430336 -0.05224373 -0.20127816 -0.16391513  0.13530385  0.22364637
 -0.15874541  0.0124911   0.25796497  0.1337423  -0.18089886  0.0435888
  0.00815738 -0.23205175  0.12145028  0.0323466   0.05534512 -0.14461985
  0.1743556  -0.08844167 -0.33353922 -0.07158384  0.22274865 -0.02832671
 -0.47409242 -0.25450733  0.3790349   0.36836863  0.05238302  0.25503728
  0.14407307 -0.36172143]","['bush', 'failed', 'situation', 'talks', 'territory', 'wu', 'came', 'zhu', 'historical', 'come', 'speed', 'prc', 'management', 'political', 'sides', 'statement', 'arrived', 'constitution', 'promote', 'challenges']"
relationship,"[ 0.0879508   0.23594329  0.15906818 -0.04497685 -0.09674989 -0.05028751
  0.00602228 -0.35904038  0.04842849  0.11938136  0.20938122 -0.21831207
  0.15742151 -0.39697254 -0.08308828 -0.03861757 -0.14904204 -0.188918
 -0.02626974  0.01208721  0.05393779 -0.30573353  0.09666288 -0.06042424
 -0.0362392   0.04414774 -0.09641252 -0.01902345 -0.12430862 -0.05533108
  0.01073602  0.0712657   0.02340393  0.27161348 -0.3216674  -0.27156955
  0.15431367  0.09835939  0.02555792 -0.13674283  0.24881881  0.0527964
  0.5397831  -0.29737478  0.12281654  0.00544512 -0.29520378 -0.08377028
 -0.20809552 -0.0231894 ]","['basis', 'industry', 'added', '3', 'failed', 'complete', 'real', 'back', 'common', 'carry', 'first', 'objective', 'find', 'struggle', 'understanding', 'reason', 'present', 'addition', 'side', 'zemin']"
recently,"[ 0.24704947  0.10064735 -0.05195363 -0.4588345  -0.18335512  0.2536168
 -0.15256067 -0.22377007 -0.15081966  0.05093487 -0.05187809  0.13389474
  0.12594542 -0.18180637  0.22150432  0.00539026 -0.23153478  0.02224187
  0.2820911  -0.05544027  0.02171933 -0.07770222  0.21401033  0.11500926
  0.13135438 -0.25667882  0.05549213 -0.02107737  0.4220478  -0.02309217
 -0.03070533 -0.08638104 -0.05818239 -0.15386961 -0.26102412 -0.07800077
 -0.46119     0.05400191  0.30880895 -0.19687662  0.09195867  0.00968434
  0.38268843  0.0608645   0.15315405  0.05834446  0.09007829  0.19275849
  0.02420002 -0.05849296]","['failed', 'make', 'using', 'management', 'ethnic', 'common', 'addition', '12', 'press', 'began', 'face', 'summit', 'high', '50', 'sides', 'cult', 'committees', 'world', 'good', 'improvement']"
responsible,"[-0.00833459  0.12060593  0.10215855 -0.20426545  0.03863394 -0.05653446
  0.00707521  0.05077864 -0.00457032 -0.10662224 -0.03071803  0.5841301
 -0.06093251  0.33505055 -0.33550066  0.13412745 -0.10816914  0.08641042
  0.04362844 -0.07002135  0.12401877  0.0501084   0.5919542   0.29652435
 -0.05498734  0.10904666  0.06955107 -0.00968484 -0.3512953  -0.09754307
  0.02626625  0.03249427 -0.11519315 -0.5180319   0.56847763  0.22656938
  0.10664653 -0.00112916 -0.15600653 -0.37359154 -0.11995591 -0.12564608
  0.29188302 -0.4504312  -0.1919887  -0.08995998 -0.18257235  0.15714289
 -0.20573828 -0.26272956]","['even', 'wish', 'failed', 'resolution', 'far', 'cpc', 'situation', 'media', 'another', 'cadres', 'project', 'remarks', 'moment', 'implement', 'back', 'large', 'military', 'force', 'accordance', 'socialism']"
provide,"[ 2.05156635e-02 -5.54865673e-02 -2.49871418e-01 -5.31868599e-02
  1.21528290e-01  3.19815688e-02  4.07949537e-01 -6.28714338e-02
  1.90750271e-01  6.75900728e-02 -8.42886195e-02 -3.01927198e-02
 -1.18529126e-01  1.83697149e-01  1.59137517e-01 -3.01101059e-01
 -7.10290000e-02 -1.29460946e-01 -1.07082561e-01 -6.54672533e-02
 -1.75410017e-01  2.12944269e-01 -3.67539763e-01  1.47587597e-01
 -1.98972225e-01  5.26982173e-03  4.98298071e-02 -1.34720892e-01
 -1.21542187e-02 -8.33145529e-02  1.51929185e-01 -6.76005408e-02
  1.71056613e-02  5.71481660e-02  4.05281298e-02  1.28248364e-01
  7.38467649e-02  2.45980889e-01 -1.13573201e-01 -2.26434131e-05
  2.55493879e-01  6.29543932e-03 -1.56149864e-02  3.51686291e-02
  2.54803210e-01 -8.76294151e-02  2.79641803e-02  2.05164760e-01
 -1.08170770e-01 -1.19063273e-01]","['failed', 'systems', 'promote', 'economy', 'develop', 'small', 'political', 'met', 'allowed', 'resolutely', 'sides', 'carried', 'clear', 'carrying', 'part', 'present', 'power', 'situation', 'understanding', 'department']"
deputy,"[ 0.22438645 -0.23943804  0.17465691  0.06834774  0.07427596  0.20181087
 -0.02686078  0.11603837 -0.2327858  -0.19163673 -0.28681836 -0.02656579
 -0.05549589  0.17606746 -0.10117069 -0.13851376  0.04139442 -0.02215023
  0.13564384 -0.020147   -0.0494012  -0.5118851  -0.02700421 -0.11990192
  0.17840376  0.22100931 -0.329107   -0.12934315 -0.35558784 -0.35697883
  0.1357538  -0.11812536 -0.1794864  -0.06844041  0.27440858  0.14611691
 -0.1471066   0.10536923 -0.53204584 -0.24916363  0.10896948  0.43122852
  0.29219165 -0.08607143 -0.48753506 -0.2679221   0.03370569  0.24296282
 -0.06822452  0.16346587]","['failed', 'give', 'historic', 'resolution', 'rongji', 'different', 'department', 'play', 'water', 'show', 'first', 'deputies', 'prc', 'tenghui', 'contacts', 'chen', 'talks', 'results', 'project', 'position']"
opportunities,"[ 2.56530434e-01  6.85664713e-02  1.70683563e-01  1.90270573e-01
 -1.41792238e-01 -7.21828341e-02  4.85544838e-02 -2.41304010e-01
  2.52397895e-01 -2.15136394e-01  2.00290471e-01  1.25976890e-01
 -7.13667870e-02 -2.04295710e-01  1.25514179e-01  1.79036651e-02
 -7.55305439e-02 -5.76288849e-02 -1.09355479e-01 -5.65080298e-03
 -2.29366258e-01 -2.98533700e-02 -2.52132915e-04 -1.82667300e-01
 -3.52998376e-01  4.04242754e-01 -1.52377784e-01 -5.67782074e-02
  5.37075289e-02 -1.13750875e-01 -1.19618475e-01 -1.26679927e-01
  7.38776699e-02 -9.13093449e-04  1.15596637e-01 -8.21079910e-02
 -3.52555811e-01 -1.61822096e-01  1.08798169e-01  1.99199021e-01
 -2.85506457e-01 -1.65685549e-01 -1.40809640e-01  1.43457279e-01
 -2.11633727e-01  2.18938783e-01  7.62138292e-02 -1.56236202e-01
  1.27418190e-01 -3.33675206e-01]","['zemin', 'failed', 'united', 'stable', 'zhang', 'advanced', 'economic', 'existing', 'understanding', 'land', 'trust', 'business', 'properly', 'opinions', 'management', 'ninth', 'job', 'efforts', 'russian', 'operation']"
